10/12/19 1:16,17012,9234,23509,55085,0
10/12/19 1:16,18068,10514,23925,55421,0
10/12/19 1:16,17924,10306,23845,55165,0
10/12/19 1:16,17540,9890,23605,55421,0
10/12/19 1:16,17636,10002,23733,55453,0
10/12/19 1:16,17780,10162,23749,55533,0
10/12/19 1:17,16980,9170,23525,55261,0
10/12/19 1:17,17060,9298,23541,55261,0
10/12/19 1:17,17492,9794,23733,55677,0
10/12/19 1:17,17572,9954,23781,55533,0
10/12/19 1:17,16996,9186,23493,55565,0
10/12/19 1:17,18244,10882,23637,55357,0
10/12/19 1:17,17812,10258,23829,54829,0
10/12/19 1:17,16916,9186,23317,55709,0
10/12/19 1:17,17396,9666,23669,55757,0
10/12/19 1:17,17876,10386,23877,55229,0
10/12/19 1:17,16852,9138,23509,55341,0
10/12/19 1:17,17940,10530,23925,55053,0
10/12/19 1:17,17012,9346,23541,55725,0
10/12/19 1:17,17460,9938,23765,55437,0
10/12/19 1:17,17396,9778,23685,55309,0
10/12/19 1:17,17044,9378,23557,55309,0
10/12/19 1:17,17924,10466,23893,55661,0
10/12/19 1:17,16884,9202,23509,55549,0
10/12/19 1:17,17844,10322,23893,55597,0
10/12/19 1:18,17684,10258,23829,55357,0
10/12/19 1:18,16772,9138,23477,55229,0
10/12/19 1:18,17892,10482,23893,55709,0
10/12/19 1:18,17108,9490,23557,55661,0
10/12/19 1:18,17748,10178,23445,58686,0
10/12/19 1:18,17620,10146,23781,55341,0
10/12/19 1:18,16788,9138,23477,55213,0
10/12/19 1:18,17764,10338,23829,55341,0
10/12/19 1:18,17076,9458,23541,55725,0
10/12/19 1:18,17156,9570,23605,55533,0
10/12/19 1:18,17860,10466,23893,55741,0
10/12/19 1:18,17748,10258,23813,55213,0
10/12/19 1:18,17332,9858,23669,55581,0
10/12/19 1:18,16900,9330,23509,55021,0
10/12/19 1:18,17812,10386,23829,55549,0
10/12/19 1:18,16836,9234,23477,55133,0
10/12/19 1:18,17652,10178,23797,55645,0
10/12/19 1:18,17076,9554,23589,55389,0
10/12/19 1:18,17236,9714,23637,55277,0
10/12/19 1:18,17652,10290,23813,55165,0
10/12/19 1:18,17252,9698,23621,55053,0
10/12/19 1:19,16900,9330,23541,55709,0
10/12/19 1:19,17828,10514,23893,55629,0
10/12/19 1:19,16916,9426,23493,55501,0
10/12/19 1:19,17460,10034,23701,55325,0
10/12/19 1:19,16788,9170,23445,55245,0
10/12/19 1:19,17812,10450,23893,55661,0
10/12/19 1:19,17044,9586,23557,55421,0
10/12/19 1:19,17044,9426,23573,55597,0
10/12/19 1:19,17700,10418,23861,55453,0
10/12/19 1:19,16788,9234,23493,55549,0
10/12/19 1:19,17428,10018,23733,55373,0
10/12/19 1:19,17300,9842,23701,55085,0
10/12/19 1:19,16804,9218,23477,55341,0
10/12/19 1:19,17764,10434,23797,55357,0
10/12/19 1:19,17172,9698,23621,55581,0
10/12/19 1:19,17780,10466,23861,55693,0
10/12/19 1:19,16756,9186,23445,55533,0
10/12/19 1:19,17236,10146,23765,55437,0
10/12/19 1:19,17060,10162,23733,55213,0
10/12/19 1:19,16436,9298,23509,55469,0
10/12/19 1:19,17396,10514,23797,55453,0
10/12/19 1:20,16772,9730,23637,55917,0
10/12/19 1:20,16804,9778,23605,55677,0
10/12/19 1:20,17604,10178,23797,55021,0
10/12/19 1:20,15491,8145,22981,54845,0
10/12/19 1:20,18084,10498,23893,55213,0
10/12/19 1:20,17156,10274,23765,55613,0
10/12/19 1:20,16820,9746,23605,55805,0
10/12/19 1:20,16163,9186,23429,55213,0
10/12/19 1:20,16532,9554,23557,55293,0
10/12/19 1:20,17524,10770,23861,55709,0
10/12/19 1:20,16371,9346,23445,55357,0
10/12/19 1:20,17156,10322,23781,55469,0
10/12/19 1:20,16948,9986,23701,55341,0
10/12/19 1:20,17364,10546,23829,55293,0
10/12/19 1:20,16628,9714,23557,55197,0
10/12/19 1:20,16852,9874,23637,55261,0
10/12/19 1:20,17268,10466,23829,55405,0
10/12/19 1:20,16388,9298,23477,55645,0
10/12/19 1:20,17124,10258,23797,55389,0
10/12/19 1:20,17044,10194,23765,55661,0
10/12/19 1:21,16275,9218,23477,55485,0
10/12/19 1:21,17380,10466,23829,55901,0
10/12/19 1:21,16756,9874,23637,55469,0
10/12/19 1:21,16275,9282,23477,55005,0
10/12/19 1:21,17364,10546,23909,55437,0
10/12/19 1:21,16596,9682,23589,55005,0
10/12/19 1:21,16371,9362,23509,55245,0
10/12/19 1:21,17332,10514,23861,55037,0
10/12/19 1:21,16436,9490,23525,55229,0
10/12/19 1:21,16564,9554,23573,55549,0
10/12/19 1:21,17268,10434,23845,55277,0
10/12/19 1:21,16388,9362,23429,55501,0
10/12/19 1:21,16724,9746,23637,55549,0
10/12/19 1:21,17092,10290,23765,55421,0
10/12/19 1:21,16307,9234,23413,55581,0
10/12/19 1:21,16436,9378,23541,55341,0
10/12/19 1:21,16964,10034,23701,55485,0
10/12/19 1:21,16243,9298,23413,55373,0
10/12/19 1:21,17188,10370,23813,55037,0
10/12/19 1:21,16628,9650,23541,55357,0
10/12/19 1:21,16468,9458,23525,55005,0
10/12/19 1:22,17316,10530,23845,55405,0
10/12/19 1:22,16388,9442,23461,54989,0
10/12/19 1:22,17284,10466,23861,55645,0
10/12/19 1:22,16660,9714,23589,55437,0
10/12/19 1:22,17380,10514,23829,55597,0
10/12/19 1:22,16323,9314,23445,55389,0
10/12/19 1:22,16724,9794,23637,55613,0
10/12/19 1:22,17300,10530,23845,55517,0
10/12/19 1:22,16932,10034,23685,55517,0
10/12/19 1:22,17188,10418,23829,55357,0
10/12/19 1:22,16243,9266,23445,55533,0
10/12/19 1:22,17124,10370,23797,55309,0
10/12/19 1:22,17012,10114,23717,54941,0
10/12/19 1:22,16452,9490,23509,55293,0
10/12/19 1:22,17332,10530,23829,54989,0
10/12/19 1:22,16692,9794,23589,55485,0
10/12/19 1:22,16660,9746,23605,55021,0
10/12/19 1:22,17316,10562,23861,55517,0
10/12/19 1:22,16692,9762,23621,55309,0
10/12/19 1:22,17284,10514,23765,55501,0
10/12/19 1:23,16660,9714,23509,55837,0
10/12/19 1:23,17236,10498,23781,55453,0
10/12/19 1:23,16820,9906,23621,55533,0
10/12/19 1:23,16484,9538,23509,55501,0
10/12/19 1:23,17332,10578,23829,55693,0
10/12/19 1:23,16532,9650,23557,55261,0
10/12/19 1:23,16852,10018,23669,55645,0
10/12/19 1:23,16275,9298,23413,55533,0
10/12/19 1:23,16355,9330,23445,55165,0
10/12/19 1:23,17156,10418,23797,55085,0
10/12/19 1:23,16852,10098,23669,55181,0
10/12/19 1:23,16307,9298,23413,55469,0
10/12/19 1:23,16660,9778,23573,55485,0
10/12/19 1:23,16243,9314,23413,55581,0
10/12/19 1:23,17396,10674,23893,55149,0
10/12/19 1:23,16916,10050,23637,54621,0
10/12/19 1:23,16660,9650,23525,55645,0
10/12/19 1:23,16323,9394,23205,55341,0
10/12/19 1:23,17908,11314,23893,54461,0
10/12/19 1:23,17556,10898,23877,55917,0
10/12/19 1:24,16980,10162,23669,55341,0
10/12/19 1:24,17140,10354,23765,55517,0
10/12/19 1:24,16484,9618,23509,56589,0
10/12/19 1:24,17172,10386,23733,55101,0
10/12/19 1:24,17028,10194,23797,55261,0
10/12/19 1:24,16452,9522,23461,55661,0
10/12/19 1:24,17108,10418,23765,55517,0
10/12/19 1:24,17044,10210,23733,55325,0
10/12/19 1:24,16291,9298,23413,55069,0
10/12/19 1:24,17412,10706,23829,55693,0
10/12/19 1:24,17204,10482,23797,55181,0
10/12/19 1:24,17076,10258,23733,55725,0
10/12/19 1:24,16227,9234,23285,55677,0
10/12/19 1:24,17332,10530,23765,55197,0
10/12/19 1:24,17476,10738,23861,55821,0
10/12/19 1:24,16339,9266,23221,54333,0
10/12/19 1:24,16339,9298,23413,55581,0
10/12/19 1:24,16916,9986,23669,55533,0
10/12/19 1:24,17332,10562,23765,55437,0
10/12/19 1:24,16580,9618,23541,55149,0
10/12/19 1:24,16484,9554,23477,55389,0
10/12/19 1:24,17268,10466,23749,55037,0
10/12/19 1:24,16339,9426,23349,54893,0
10/12/19 1:24,16756,9842,23573,55677,0
10/12/19 1:24,17172,10434,23733,55085,0
10/12/19 1:25,16404,9458,23445,55133,0
10/12/19 1:25,16692,9794,23589,54813,0
10/12/19 1:25,17108,10386,23765,55197,0
10/12/19 1:25,16339,9298,23381,55309,0
10/12/19 1:25,16099,9138,23397,54957,0
10/12/19 1:25,16980,10258,23765,54957,0
10/12/19 1:25,16307,9362,23477,55965,0
10/12/19 1:25,16724,9794,23605,54893,0
10/12/19 1:25,16404,9458,23509,55613,0
10/12/19 1:25,17412,10674,24021,54669,0
10/12/19 1:25,16339,9426,23093,55437,0
10/12/19 1:25,16307,9394,23621,54909,0
10/12/19 1:25,16900,10050,23605,55661,0
10/12/19 1:25,16388,9458,23477,55149,0
10/12/19 1:25,17332,10530,23797,55069,0
10/12/19 1:25,16339,9426,23445,55101,0
10/12/19 1:25,16964,10162,23717,55949,0
10/12/19 1:25,16003,8978,23253,55437,0
10/12/19 1:26,17092,10322,23749,55309,0
10/12/19 1:26,16820,9954,23605,55709,0
10/12/19 1:26,17300,10626,23845,55181,0
10/12/19 1:26,16820,9970,23557,55197,0
10/12/19 1:26,17156,10482,23733,54941,0
10/12/19 1:26,16243,9394,23365,55165,0
10/12/19 1:26,16980,10162,23701,55053,0
10/12/19 1:26,17156,10498,23701,55517,0
10/12/19 1:26,16275,9410,23381,54845,0
10/12/19 1:26,16980,10242,23717,55501,0
10/12/19 1:26,17044,10354,23765,55581,0
10/12/19 1:26,16259,9330,23381,55453,0
10/12/19 1:26,17108,10450,23765,55517,0
10/12/19 1:26,16740,10050,23573,55117,0
10/12/19 1:26,17204,10418,23797,55597,0
10/12/19 1:26,16179,9266,23365,55517,0
10/12/19 1:26,17364,10706,23861,55469,0
10/12/19 1:26,16852,10114,23621,55229,0
10/12/19 1:26,17076,10322,23765,55149,0
10/12/19 1:26,17172,10562,23845,55261,0
10/12/19 1:27,16692,9986,23669,54957,0
10/12/19 1:27,16243,9282,23445,55309,0
10/12/19 1:27,16516,9682,23541,55165,0
10/12/19 1:27,16243,9330,23477,55133,0
10/12/19 1:27,17268,10578,23861,55357,0
10/12/19 1:27,16500,9698,23573,55069,0
10/12/19 1:27,16468,9634,23541,55165,0
10/12/19 1:27,16468,9554,23541,55405,0
10/12/19 1:27,16772,9938,23637,55277,0
10/12/19 1:27,16820,10002,23669,54909,0
10/12/19 1:27,16163,9282,23413,55357,0
10/12/19 1:27,17044,10354,23749,55533,0
10/12/19 1:27,16516,9650,23541,55133,0
10/12/19 1:27,16339,9458,23493,55533,0
10/12/19 1:27,17204,10482,23797,55501,0
10/12/19 1:27,16339,9362,23413,55485,0
10/12/19 1:27,16644,9778,23589,55005,0
10/12/19 1:27,17204,10546,23845,55421,0
10/12/19 1:27,16243,9250,23413,54957,0
10/12/19 1:27,17044,10306,23733,55149,0
10/12/19 1:28,17252,10514,23861,54909,0
10/12/19 1:28,16436,9522,23509,55293,0
10/12/19 1:28,17236,10578,23829,55517,0
10/12/19 1:28,16532,9618,23509,55453,0
10/12/19 1:28,17124,10418,23765,55021,0
10/12/19 1:28,16275,9362,23413,55405,0
10/12/19 1:28,17188,10402,23765,54909,0
10/12/19 1:28,16900,10082,23653,55085,0
10/12/19 1:28,16211,9298,23429,54925,0
10/12/19 1:42,15555,9778,23637,55405,1
10/12/19 1:42,15443,9746,23573,55437,1
10/12/19 1:42,15779,9970,23621,55453,1
10/12/19 1:42,15795,10066,23637,55405,1
10/12/19 1:42,15491,9682,23509,54989,1
10/12/19 1:42,15763,10130,23637,55501,1
10/12/19 1:42,15507,9666,23509,55341,1
10/12/19 1:42,15475,9810,23541,55597,1
10/12/19 1:42,15859,10098,23637,55357,1
10/12/19 1:42,15507,9762,23477,55389,1
10/12/19 1:42,15539,9778,23509,55325,1
10/12/19 1:43,15859,10066,23573,55357,1
10/12/19 1:43,15619,9794,23477,55453,1
10/12/19 1:43,15859,10018,23541,55357,1
10/12/19 1:43,15795,9874,23541,55437,1
10/12/19 1:43,15795,9874,23557,55437,1
10/12/19 1:43,29447,26006,21877,54205,1
10/12/19 1:43,15843,9970,23717,65535,1
10/12/19 1:43,18212,12835,24133,53469,1
10/12/19 1:43,15635,9906,23621,55549,1
10/12/19 1:43,14451,8466,23429,57005,1
10/12/19 1:43,16692,11186,23781,56605,1
10/12/19 1:43,15235,9426,23685,55741,1
10/12/19 1:43,15491,9666,23509,55517,1
10/12/19 1:43,15507,9618,23701,55421,1
10/12/19 1:43,15827,10018,23605,55469,1
10/12/19 1:43,15155,9138,23669,55725,1
10/12/19 1:43,15571,9714,23717,55469,1
10/12/19 1:43,15539,9698,23765,55805,1
10/12/19 1:43,15699,9698,23717,55533,1
10/12/19 1:43,15843,10162,23637,55533,1
10/12/19 1:43,15619,9666,23765,55693,1
10/12/19 1:44,15651,9586,23701,55389,1
10/12/19 1:44,30487,27094,23797,50572,1
10/12/19 1:44,19188,13971,23957,52540,1
10/12/19 1:44,15443,9490,23733,54589,1
10/12/19 1:44,15827,9970,23813,55549,2
10/12/19 1:44,15651,9794,23765,55709,2
10/12/19 1:45,15635,9682,23765,55389,2
10/12/19 1:45,14643,8322,23701,55069,2
10/12/19 1:45,18036,12611,23765,54957,2
10/12/19 1:45,14131,7105,25734,55277,2
10/12/19 1:45,14515,7617,25846,55341,2
10/12/19 1:45,14131,7009,25766,55229,2
10/12/19 1:46,14179,7105,25782,55309,2
10/12/19 1:46,14355,7425,25830,55197,2
10/12/19 1:46,14163,7185,25798,55245,2
10/12/19 1:46,14483,7633,25878,55261,2
10/12/19 1:46,14067,7105,25750,55229,2
10/12/19 1:46,14451,7425,25846,55229,2
10/12/19 1:46,14323,7345,25846,55229,2
10/12/19 1:46,14147,7121,25782,55213,2
10/12/19 1:46,14547,7601,25846,55181,2
10/12/19 1:46,14115,7153,25734,55277,2
10/12/19 1:46,14467,7505,25846,55245,2
10/12/19 1:46,14211,7233,25782,55261,2
10/12/19 1:46,14179,7297,25846,55197,2
10/12/19 1:46,14227,7297,25814,55245,2
10/12/19 1:46,14227,7281,25718,55261,2
10/12/19 1:46,14307,7409,25830,55197,2
10/12/19 1:46,14291,7297,25814,55245,2
10/12/19 1:46,14243,7249,25750,55229,2
10/12/19 1:46,14243,7377,25830,55181,2
10/12/19 1:47,14307,7249,25814,55245,2
10/12/19 1:47,14291,7217,25846,55229,2
10/12/19 1:47,14323,7457,25846,55245,2
10/12/19 1:47,14547,7569,25894,55229,2
10/12/19 1:47,14243,7249,25782,55197,2
10/12/19 1:47,14547,7505,25846,55277,2
10/12/19 1:47,14131,7057,25750,55197,2
10/12/19 1:47,14547,7617,25830,55213,2
10/12/19 1:47,14163,7201,25766,55261,2
10/12/19 1:47,14211,7217,25814,55229,2
10/12/19 1:47,14419,7521,25894,55181,2
10/12/19 1:47,14115,7057,25718,55213,2
10/12/19 1:47,14323,7473,25846,55213,2
10/12/19 1:47,14275,7233,25830,55213,2
10/12/19 1:47,14115,7153,25734,55181,2
10/12/19 1:47,14547,7537,25814,55229,2
10/12/19 1:47,14083,7121,25782,55197,2
10/12/19 1:47,14307,7457,25814,55197,2
10/12/19 1:47,14323,7441,25846,55213,2
10/12/19 1:47,14083,7217,25782,55149,2
10/12/19 1:47,14531,7665,25814,55229,2
10/12/19 1:47,14083,7153,25718,55165,2
10/12/19 1:47,14291,7345,25846,55277,2
10/12/19 1:47,14243,7265,25814,55213,2
10/12/19 1:48,14275,7185,25766,55197,2
10/12/19 1:48,14051,7121,25766,55213,2
10/12/19 1:48,14435,7569,25782,55133,2
